Artist,Track,Featuring Artist,Streams,Album,Release Date,Album Cover,Artist Image
Artigeardit,Intro,0,36,IDIOT,2020-01-31,https://i.scdn.co/image/ab67616d0000b27328a1e6e23730d0a40ac97842,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,Bagsæde,0,41,IDIOT,2020-01-31,https://i.scdn.co/image/ab67616d0000b27328a1e6e23730d0a40ac97842,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,Gothersgade,0,47,IDIOT,2020-01-31,https://i.scdn.co/image/ab67616d0000b27328a1e6e23730d0a40ac97842,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,Søvne,0,33,IDIOT,2020-01-31,https://i.scdn.co/image/ab67616d0000b27328a1e6e23730d0a40ac97842,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,Idiot (feat. Karl William),1,41,IDIOT,2020-01-31,https://i.scdn.co/image/ab67616d0000b27328a1e6e23730d0a40ac97842,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,Grønkjær,0,37,IDIOT,2020-01-31,https://i.scdn.co/image/ab67616d0000b27328a1e6e23730d0a40ac97842,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,Bankråd,0,35,IDIOT,2020-01-31,https://i.scdn.co/image/ab67616d0000b27328a1e6e23730d0a40ac97842,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,Etablering Interlude,0,23,IDIOT,2020-01-31,https://i.scdn.co/image/ab67616d0000b27328a1e6e23730d0a40ac97842,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,#%_! Dig Selv,0,34,IDIOT,2020-01-31,https://i.scdn.co/image/ab67616d0000b27328a1e6e23730d0a40ac97842,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,Lov Mig 1 Ting,0,49,IDIOT,2020-01-31,https://i.scdn.co/image/ab67616d0000b27328a1e6e23730d0a40ac97842,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,Check (feat. Christos),1,29,IDIOT,2020-01-31,https://i.scdn.co/image/ab67616d0000b27328a1e6e23730d0a40ac97842,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,Beslutninger,0,31,IDIOT,2020-01-31,https://i.scdn.co/image/ab67616d0000b27328a1e6e23730d0a40ac97842,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,Kom Af Sig Selv,0,54,IDIOT,2020-01-31,https://i.scdn.co/image/ab67616d0000b27328a1e6e23730d0a40ac97842,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,Følelsen,0,33,IDIOT,2020-01-31,https://i.scdn.co/image/ab67616d0000b27328a1e6e23730d0a40ac97842,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,Aquafina (feat. Lord Siva),1,33,IDIOT,2020-01-31,https://i.scdn.co/image/ab67616d0000b27328a1e6e23730d0a40ac97842,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,La' Den Ringe,0,35,IDIOT,2020-01-31,https://i.scdn.co/image/ab67616d0000b27328a1e6e23730d0a40ac97842,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,vildedage,0,45,VILDEDAGE,2018-05-30,https://i.scdn.co/image/ab67616d0000b2734996a759e72cdf21777eaef1,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,nyevenner,0,44,VILDEDAGE,2018-05-30,https://i.scdn.co/image/ab67616d0000b2734996a759e72cdf21777eaef1,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,bedrehalvdel interlude,0,35,VILDEDAGE,2018-05-30,https://i.scdn.co/image/ab67616d0000b2734996a759e72cdf21777eaef1,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,værformig,0,53,VILDEDAGE,2018-05-30,https://i.scdn.co/image/ab67616d0000b2734996a759e72cdf21777eaef1,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,pålinjen interlude,0,29,VILDEDAGE,2018-05-30,https://i.scdn.co/image/ab67616d0000b2734996a759e72cdf21777eaef1,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,godtforda,0,39,VILDEDAGE,2018-05-30,https://i.scdn.co/image/ab67616d0000b2734996a759e72cdf21777eaef1,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,laos (feat. Christos),1,36,VILDEDAGE,2018-05-30,https://i.scdn.co/image/ab67616d0000b2734996a759e72cdf21777eaef1,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,sigmig,0,32,VILDEDAGE,2018-05-30,https://i.scdn.co/image/ab67616d0000b2734996a759e72cdf21777eaef1,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,voicemail,0,49,VILDEDAGE,2018-05-30,https://i.scdn.co/image/ab67616d0000b2734996a759e72cdf21777eaef1,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,imorgen:igår,0,47,VILDEDAGE,2018-05-30,https://i.scdn.co/image/ab67616d0000b2734996a759e72cdf21777eaef1,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,ladetaldrigfåmig interlude,0,43,VILDEDAGE,2018-05-30,https://i.scdn.co/image/ab67616d0000b2734996a759e72cdf21777eaef1,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Artigeardit,2.0,0,39,VILDEDAGE,2018-05-30,https://i.scdn.co/image/ab67616d0000b2734996a759e72cdf21777eaef1,https://i.scdn.co/image/ab6761610000e5ebf7718047aff08cb1ba7a2be2
Kendrick Lamar,United In Grief,0,84,Mr. Morale & The Big Steppers,2022-05-13,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,N95,0,83,Mr. Morale & The Big Steppers,2022-05-13,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Worldwide Steppers,0,68,Mr. Morale & The Big Steppers,2022-05-13,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Die Hard,1,81,Mr. Morale & The Big Steppers,2022-05-13,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Father Time (feat. Sampha),1,76,Mr. Morale & The Big Steppers,2022-05-13,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Rich - Interlude,0,65,Mr. Morale & The Big Steppers,2022-05-13,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Rich Spirit,0,80,Mr. Morale & The Big Steppers,2022-05-13,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,We Cry Together,1,70,Mr. Morale & The Big Steppers,2022-05-13,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Purple Hearts,1,71,Mr. Morale & The Big Steppers,2022-05-13,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Count Me Out,0,79,Mr. Morale & The Big Steppers,2022-05-13,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Crown,0,66,Mr. Morale & The Big Steppers,2022-05-13,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Silent Hill,1,74,Mr. Morale & The Big Steppers,2022-05-13,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Savior - Interlude,0,65,Mr. Morale & The Big Steppers,2022-05-13,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Savior,1,72,Mr. Morale & The Big Steppers,2022-05-13,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Auntie Diaries,0,64,Mr. Morale & The Big Steppers,2022-05-13,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Mr. Morale,1,70,Mr. Morale & The Big Steppers,2022-05-13,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Mother I Sober (feat. Beth Gibbons of Portishead),1,64,Mr. Morale & The Big Steppers,2022-05-13,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Mirror,0,70,Mr. Morale & The Big Steppers,2022-05-13,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,The Heart Part 5,0,65,Mr. Morale & The Big Steppers,2022-05-13,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Black Panther,0,56,Black Panther The Album Music From And Inspired By,2018-02-09,https://i.scdn.co/image/ab67616d0000b273c027ad28821777b00dcaa888,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,All The Stars (with SZA),1,87,Black Panther The Album Music From And Inspired By,2018-02-09,https://i.scdn.co/image/ab67616d0000b273c027ad28821777b00dcaa888,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
ScHoolboy Q,X (with 2 Chainz & Saudi),1,67,Black Panther The Album Music From And Inspired By,2018-02-09,https://i.scdn.co/image/ab67616d0000b273c027ad28821777b00dcaa888,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Khalid,The Ways (with Swae Lee),1,64,Black Panther The Album Music From And Inspired By,2018-02-09,https://i.scdn.co/image/ab67616d0000b273c027ad28821777b00dcaa888,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Vince Staples,Opps (with Yugen Blakrok),1,58,Black Panther The Album Music From And Inspired By,2018-02-09,https://i.scdn.co/image/ab67616d0000b273c027ad28821777b00dcaa888,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Jorja Smith,I Am,0,60,Black Panther The Album Music From And Inspired By,2018-02-09,https://i.scdn.co/image/ab67616d0000b273c027ad28821777b00dcaa888,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
SOB X RBE,Paramedic!,0,66,Black Panther The Album Music From And Inspired By,2018-02-09,https://i.scdn.co/image/ab67616d0000b273c027ad28821777b00dcaa888,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Ab-Soul,Bloody Waters (with Anderson .Paak & James Blake),1,56,Black Panther The Album Music From And Inspired By,2018-02-09,https://i.scdn.co/image/ab67616d0000b273c027ad28821777b00dcaa888,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",1,65,Black Panther The Album Music From And Inspired By,2018-02-09,https://i.scdn.co/image/ab67616d0000b273c027ad28821777b00dcaa888,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Zacari,Redemption Interlude,0,50,Black Panther The Album Music From And Inspired By,2018-02-09,https://i.scdn.co/image/ab67616d0000b273c027ad28821777b00dcaa888,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Zacari,Redemption (with Babes Wodumo),1,55,Black Panther The Album Music From And Inspired By,2018-02-09,https://i.scdn.co/image/ab67616d0000b273c027ad28821777b00dcaa888,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Mozzy,Seasons (with Sjava & Reason),1,55,Black Panther The Album Music From And Inspired By,2018-02-09,https://i.scdn.co/image/ab67616d0000b273c027ad28821777b00dcaa888,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Big Shot (with Travis Scott),1,67,Black Panther The Album Music From And Inspired By,2018-02-09,https://i.scdn.co/image/ab67616d0000b273c027ad28821777b00dcaa888,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
The Weeknd,Pray For Me (with Kendrick Lamar),1,74,Black Panther The Album Music From And Inspired By,2018-02-09,https://i.scdn.co/image/ab67616d0000b273c027ad28821777b00dcaa888,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,DUCKWORTH.,0,50,DAMN. COLLECTORS EDITION.,2017-12-08,https://i.scdn.co/image/ab67616d0000b273add9eb25744782c3717c9368,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,GOD.,0,45,DAMN. COLLECTORS EDITION.,2017-12-08,https://i.scdn.co/image/ab67616d0000b273add9eb25744782c3717c9368,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,FEAR.,0,47,DAMN. COLLECTORS EDITION.,2017-12-08,https://i.scdn.co/image/ab67616d0000b273add9eb25744782c3717c9368,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,XXX. FEAT. U2.,1,47,DAMN. COLLECTORS EDITION.,2017-12-08,https://i.scdn.co/image/ab67616d0000b273add9eb25744782c3717c9368,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,LOVE. FEAT. ZACARI.,1,49,DAMN. COLLECTORS EDITION.,2017-12-08,https://i.scdn.co/image/ab67616d0000b273add9eb25744782c3717c9368,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,LUST.,0,45,DAMN. COLLECTORS EDITION.,2017-12-08,https://i.scdn.co/image/ab67616d0000b273add9eb25744782c3717c9368,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,HUMBLE.,0,51,DAMN. COLLECTORS EDITION.,2017-12-08,https://i.scdn.co/image/ab67616d0000b273add9eb25744782c3717c9368,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,PRIDE.,0,52,DAMN. COLLECTORS EDITION.,2017-12-08,https://i.scdn.co/image/ab67616d0000b273add9eb25744782c3717c9368,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,1,48,DAMN. COLLECTORS EDITION.,2017-12-08,https://i.scdn.co/image/ab67616d0000b273add9eb25744782c3717c9368,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,FEEL.,0,46,DAMN. COLLECTORS EDITION.,2017-12-08,https://i.scdn.co/image/ab67616d0000b273add9eb25744782c3717c9368,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,ELEMENT.,0,47,DAMN. COLLECTORS EDITION.,2017-12-08,https://i.scdn.co/image/ab67616d0000b273add9eb25744782c3717c9368,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,YAH.,0,43,DAMN. COLLECTORS EDITION.,2017-12-08,https://i.scdn.co/image/ab67616d0000b273add9eb25744782c3717c9368,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,DNA.,0,47,DAMN. COLLECTORS EDITION.,2017-12-08,https://i.scdn.co/image/ab67616d0000b273add9eb25744782c3717c9368,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,BLOOD.,0,41,DAMN. COLLECTORS EDITION.,2017-12-08,https://i.scdn.co/image/ab67616d0000b273add9eb25744782c3717c9368,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,BLOOD.,0,65,DAMN.,2017-04-14,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,DNA.,0,83,DAMN.,2017-04-14,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,YAH.,0,69,DAMN.,2017-04-14,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,ELEMENT.,0,75,DAMN.,2017-04-14,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,FEEL.,0,71,DAMN.,2017-04-14,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,1,80,DAMN.,2017-04-14,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,PRIDE.,0,87,DAMN.,2017-04-14,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,HUMBLE.,0,88,DAMN.,2017-04-14,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,LUST.,0,68,DAMN.,2017-04-14,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,LOVE. FEAT. ZACARI.,1,86,DAMN.,2017-04-14,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,XXX. FEAT. U2.,1,72,DAMN.,2017-04-14,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,FEAR.,0,70,DAMN.,2017-04-14,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,GOD.,0,65,DAMN.,2017-04-14,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,DUCKWORTH.,0,75,DAMN.,2017-04-14,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,untitled 01 | 08.19.2014.,0,53,untitled unmastered.,2016-03-04,https://i.scdn.co/image/ab67616d0000b2738c697f553a46006a5d8886b2,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,untitled 02 | 06.23.2014.,0,68,untitled unmastered.,2016-03-04,https://i.scdn.co/image/ab67616d0000b2738c697f553a46006a5d8886b2,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,untitled 03 | 05.28.2013.,0,59,untitled unmastered.,2016-03-04,https://i.scdn.co/image/ab67616d0000b2738c697f553a46006a5d8886b2,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,untitled 04 | 08.14.2014.,0,52,untitled unmastered.,2016-03-04,https://i.scdn.co/image/ab67616d0000b2738c697f553a46006a5d8886b2,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,untitled 05 | 09.21.2014.,0,58,untitled unmastered.,2016-03-04,https://i.scdn.co/image/ab67616d0000b2738c697f553a46006a5d8886b2,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,untitled 06 | 06.30.2014.,0,60,untitled unmastered.,2016-03-04,https://i.scdn.co/image/ab67616d0000b2738c697f553a46006a5d8886b2,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,untitled 07 | 2014 - 2016,0,60,untitled unmastered.,2016-03-04,https://i.scdn.co/image/ab67616d0000b2738c697f553a46006a5d8886b2,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,untitled 08 | 09.06.2014.,0,67,untitled unmastered.,2016-03-04,https://i.scdn.co/image/ab67616d0000b2738c697f553a46006a5d8886b2,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Wesley's Theory,1,74,To Pimp A Butterfly,2015-03-16,https://i.scdn.co/image/ab67616d0000b273cdb645498cd3d8a2db4d05e1,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,For Free? - Interlude,0,63,To Pimp A Butterfly,2015-03-16,https://i.scdn.co/image/ab67616d0000b273cdb645498cd3d8a2db4d05e1,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,King Kunta,0,78,To Pimp A Butterfly,2015-03-16,https://i.scdn.co/image/ab67616d0000b273cdb645498cd3d8a2db4d05e1,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Institutionalized,1,65,To Pimp A Butterfly,2015-03-16,https://i.scdn.co/image/ab67616d0000b273cdb645498cd3d8a2db4d05e1,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,These Walls,1,70,To Pimp A Butterfly,2015-03-16,https://i.scdn.co/image/ab67616d0000b273cdb645498cd3d8a2db4d05e1,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,u,0,66,To Pimp A Butterfly,2015-03-16,https://i.scdn.co/image/ab67616d0000b273cdb645498cd3d8a2db4d05e1,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Alright,0,84,To Pimp A Butterfly,2015-03-16,https://i.scdn.co/image/ab67616d0000b273cdb645498cd3d8a2db4d05e1,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,For Sale? - Interlude,0,61,To Pimp A Butterfly,2015-03-16,https://i.scdn.co/image/ab67616d0000b273cdb645498cd3d8a2db4d05e1,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Momma,0,63,To Pimp A Butterfly,2015-03-16,https://i.scdn.co/image/ab67616d0000b273cdb645498cd3d8a2db4d05e1,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Hood Politics,0,64,To Pimp A Butterfly,2015-03-16,https://i.scdn.co/image/ab67616d0000b273cdb645498cd3d8a2db4d05e1,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,How Much A Dollar Cost,1,64,To Pimp A Butterfly,2015-03-16,https://i.scdn.co/image/ab67616d0000b273cdb645498cd3d8a2db4d05e1,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Complexion (A Zulu Love),1,62,To Pimp A Butterfly,2015-03-16,https://i.scdn.co/image/ab67616d0000b273cdb645498cd3d8a2db4d05e1,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,The Blacker The Berry,0,66,To Pimp A Butterfly,2015-03-16,https://i.scdn.co/image/ab67616d0000b273cdb645498cd3d8a2db4d05e1,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,You Ain't Gotta Lie (Momma Said),0,63,To Pimp A Butterfly,2015-03-16,https://i.scdn.co/image/ab67616d0000b273cdb645498cd3d8a2db4d05e1,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,i,0,66,To Pimp A Butterfly,2015-03-16,https://i.scdn.co/image/ab67616d0000b273cdb645498cd3d8a2db4d05e1,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Mortal Man,0,60,To Pimp A Butterfly,2015-03-16,https://i.scdn.co/image/ab67616d0000b273cdb645498cd3d8a2db4d05e1,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Sherane a.k.a Master Splinter’s Daughter,0,54,"good kid, m.A.A.d city (Deluxe)",2012-10-22,https://i.scdn.co/image/ab67616d0000b27378de8b28de36a74afc0348b5,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,"Bitch, Don’t Kill My Vibe",0,70,"good kid, m.A.A.d city (Deluxe)",2012-10-22,https://i.scdn.co/image/ab67616d0000b27378de8b28de36a74afc0348b5,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,Backseat Freestyle,0,63,"good kid, m.A.A.d city (Deluxe)",2012-10-22,https://i.scdn.co/image/ab67616d0000b27378de8b28de36a74afc0348b5,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
Kendrick Lamar,The Art of Peer Pressure,0,58,"good kid, m.A.A.d city (Deluxe)",2012-10-22,https://i.scdn.co/image/ab67616d0000b27378de8b28de36a74afc0348b5,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022
